"1404-03-20 4acs@720/725/730/735-ES@Quant@"
"Solution Label","Batch Label","Customer Id","Customer Label","Type","Element","Flags","Soln Conc","Units","Corr Con","Units","Int","Internal Std","Date","Time","SD","RSD","IntSD","IntRSD","Coeff 1","Coeff 2","Coeff 3","Act Wgt","Act Vol","DF","NumReps","Replicates",
"1282-30","","","","Samp","Zn 202.548","",0.713274,"ppm",173.969,"ppm",323.044,"-","6/10/2025","17:47:34",0,0,"0","0",8.86397,440.476,0,0.205,50,1,1,323.044,""
"1282-30","","","","Samp","Zn 213.857","",0.783674,"ppm",191.14,"ppm",785.497,"-","6/10/2025","17:47:34",0,0,"0","0",38.5835,953.092,0,0.205,50,1,1,785.497,""
"RM 1","","","","Samp","Ag 328.068","",0.00961421,"ppm",2.40355,"ppm",68.0402,"-","6/10/2025","17:53:28",0,0,"0","0",20.9796,4894.89,0,0.2,50,1,1,68.0402,""
"RM 1","","","","Samp","Ag 338.289","",0.0220112,"ppm",5.5028,"ppm",20.553,"-","6/10/2025","17:53:28",0,0,"0","0",2.54073,818.325,0,0.2,50,1,1,20.553,""
"RM 1","","","","Samp","Al 308.215","",213.602,"ppm",53400.5,"ppm",60722.1,"-","6/10/2025","17:53:28",0,0,"0","0",162.919,283.514,0,0.2,50,1,1,60722.1,""
"RM 1","","","","Samp","Al 396.152","",212.396,"ppm",53098.9,"ppm",394856,"-","6/10/2025","17:53:28",0,0,"0","0",128.57,1858.45,0,0.2,50,1,1,394856,""
"RM 1","","","","Samp","As 188.980","",0.214031,"ppm",53.5077,"ppm",8.35005,"-","6/10/2025","17:53:28",0,0,"0","0",1.80046,30.6012,0,0.2,50,1,1,8.35005,""
"RM 1","","","","Samp","As 234.984","uv",-0.392525,"ppm",-98.1313,"ppm",14.7093,"-","6/10/2025","17:53:28",0,0,"0","0",23.9306,23.4923,0,0.2,50,1,1,14.7093,"u"
"RM 1","","","","Samp","B 249.678","",0.65068,"ppm",162.67,"ppm",971.203,"-","6/10/2025","17:53:28",0,0,"0","0",87.899,1357.51,0,0.2,50,1,1,971.203,""
"RM 1","","","","Samp","B 249.772","",0.731193,"ppm",182.798,"ppm",2177.91,"-","6/10/2025","17:53:28",0,0,"0","0",189.35,2719.61,0,0.2,50,1,1,2177.91,""
"RM 1","","","","Samp","Ba 455.403","",1.73181,"ppm",432.952,"ppm",313444,"-","6/10/2025","17:53:28",0,0,"0","0",5250.02,177961,0,0.2,50,1,1,313444,""
"RM 1","","","","Samp","Ba 493.408","",1.73629,"ppm",434.074,"ppm",281259,"-","6/10/2025","17:53:28",0,0,"0","0",4445.74,159428,0,0.2,50,1,1,281259,""
"RM 1","","","","Samp","Bi 223.061","",0.223893,"ppm",55.9733,"ppm",1.74835,"-","6/10/2025","17:53:28",0,0,"0","0",-13.0105,65.919,0,0.2,50,1,1,1.74835,""
"RM 1","","","","Samp","Bi 306.771","",0.256062,"ppm",64.0154,"ppm",554.074,"-","6/10/2025","17:53:28",0,0,"0","0",483.639,275.07,0,0.2,50,1,1,554.074,""
"RM 1","","","","Samp","Ca 317.933","",324.188,"ppm",81047,"ppm",1.22318E6,"-","6/10/2025","17:53:28",0,0,"0","0",3553.72,3762.1,0,0.2,50,1,1,1.22318E6,""
"RM 1","","","","Samp","Ca 396.847","o","-","ppm","-","ppm",3.4525E7,"-","6/10/2025","17:53:28",0,0,"0","0",23558.3,192150,0,0.2,50,1,1,3.4525E7,"o"
"RM 1","","","","Samp","Ca 422.673","",334.425,"ppm",83606.4,"ppm",639921,"-","6/10/2025","17:53:28",0,0,"0","0",143.384,1913.07,0,0.2,50,1,1,639921,""
"RM 1","","","","Samp","Cd 214.439","uv",-0.00439033,"ppm",-1.09758,"ppm",4.59226,"-","6/10/2025","17:53:28",0,0,"0","0",7.43569,647.659,0,0.2,50,1,1,4.59225,"u"
"RM 1","","","","Samp","Cd 226.502","",0.0013907,"ppm",0.347675,"ppm",27.3573,"-","6/10/2025","17:53:28",0,0,"0","0",24.9057,1762.86,0,0.2,50,1,1,27.3573,""
"RM 1","","","","Samp","Ce 418.659","",0.120124,"ppm",30.0311,"ppm",176.401,"-","6/10/2025","17:53:28",0,0,"0","0",-84.6989,2173.58,0,0.2,50,1,1,176.401,""
"RM 1","","","","Samp","Ce 446.021","",0.117569,"ppm",29.3922,"ppm",212.182,"-","6/10/2025","17:53:28",0,0,"0","0",-86.5992,2541.32,0,0.2,50,1,1,212.182,""
"RM 1","","","","Samp","Co 228.615","",0.0512972,"ppm",12.8243,"ppm",38.9597,"-","6/10/2025","17:53:28",0,0,"0","0",7.18828,619.36,0,0.2,50,1,1,38.9597,""
"RM 1","","","","Samp","Co 230.786","",0.035816,"ppm",8.95401,"ppm",27.2114,"-","6/10/2025","17:53:28",0,0,"0","0",10.3072,471.972,0,0.2,50,1,1,27.2114,""
"RM 1","","","","Samp","Co 231.160","",0.0242688,"ppm",6.06721,"ppm",14.5471,"-","6/10/2025","17:53:28",0,0,"0","0",7.01174,310.495,0,0.2,50,1,1,14.5471,""
"RM 1","","","","Samp","Cr 267.716","",0.250074,"ppm",62.5184,"ppm",532.497,"-","6/10/2025","17:53:28",0,0,"0","0",30.047,2009.21,0,0.2,50,1,1,532.497,""
"RM 1","","","","Samp","Cr 283.563","",0.329077,"ppm",82.2691,"ppm",1264.35,"-","6/10/2025","17:53:28",0,0,"0","0",74.1269,3616.86,0,0.2,50,1,1,1264.35,""
"RM 1","","","","Samp","Cu 324.754","",0.243161,"ppm",60.7901,"ppm",1090.48,"-","6/10/2025","17:53:28",0,0,"0","0",137.208,3920.35,0,0.2,50,1,1,1090.48,""
"RM 1","","","","Samp","Cu 327.395","",0.269568,"ppm",67.3921,"ppm",773.508,"-","6/10/2025","17:53:28",0,0,"0","0",38.4191,2726.91,0,0.2,50,1,1,773.508,""
"RM 1","","","","Samp","Fe 238.204","",103.749,"ppm",25937.3,"ppm",71732.8,"-","6/10/2025","17:53:28",0,0,"0","0",226.412,689.225,0,0.2,50,1,1,71732.8,""
"RM 1","","","","Samp","Fe 259.940","",102.048,"ppm",25511.9,"ppm",142512,"-","6/10/2025","17:53:28",0,0,"0","0",31.2842,1396.22,0,0.2,50,1,1,142512,""
"RM 1","","","","Samp","Ga 287.423","",0.589092,"ppm",147.273,"ppm",190.71,"-","6/10/2025","17:53:28",0,0,"0","0",16.4713,295.775,0,0.2,50,1,1,190.71,""
"RM 1","","","","Samp","Ga 417.204","",0.823591,"ppm",205.898,"ppm",885.828,"-","6/10/2025","17:53:28",0,0,"0","0",191.594,842.936,0,0.2,50,1,1,885.828,""
"RM 1","","","","Samp","In 410.176","",0.242768,"ppm",60.6919,"ppm",143.106,"-","6/10/2025","17:53:28",0,0,"0","0",62.7852,330.856,0,0.2,50,1,1,143.106,""
"RM 1","","","","Samp","In 451.131","",0.253297,"ppm",63.3243,"ppm",1619.69,"-","6/10/2025","17:53:28",0,0,"0","0",1516.05,409.14,0,0.2,50,1,1,1619.69,""
"RM 1","","","","Samp","K 766.491","",74.6289,"ppm",18657.2,"ppm",59661.4,"-","6/10/2025","17:53:28",0,0,"0","0",485.519,792.935,0,0.2,50,1,1,59661.4,""
"RM 1","","","","Samp","K 769.897","",74.586,"ppm",18646.5,"ppm",55738.6,"-","6/10/2025","17:53:28",0,0,"0","0",10934.5,600.705,0,0.2,50,1,1,55738.6,""
"RM 1","","","","Samp","La 333.749","",0.306084,"ppm",76.5211,"ppm",2000.98,"-","6/10/2025","17:53:28",0,0,"0","0",-10.2002,6570.67,0,0.2,50,1,1,2000.98,""
"RM 1","","","","Samp","La 408.671","",0.0902639,"ppm",22.566,"ppm",789.058,"-","6/10/2025","17:53:28",0,0,"0","0",-418.718,13380.5,0,0.2,50,1,1,789.058,""
"RM 1","","","","Samp","Li 610.365","",0.183523,"ppm",45.8809,"ppm",7.90625,"-","6/10/2025","17:53:28",0,0,"0","0",-656.706,3621.41,0,0.2,50,1,1,7.90625,""
"RM 1","","","","Samp","Li 670.783","",0.0825605,"ppm",20.6401,"ppm",7169.42,"-","6/10/2025","17:53:28",0,0,"0","0",4046.32,37828.1,0,0.2,50,1,1,7169.42,""
"RM 1","","","","Samp","Mg 279.553","",62.9822,"ppm",15745.5,"ppm",707181,"-","6/10/2025","17:53:28",0,0,"0","0",129091,9178.63,0,0.2,50,1,1,707181,""
"RM 1","","","","Samp","Mg 280.270","",47.4608,"ppm",11865.2,"ppm",476733,"-","6/10/2025","17:53:28",0,0,"0","0",218.655,10040.2,0,0.2,50,1,1,476733,""
"RM 1","","","","Samp","Mg 285.213","",53.6017,"ppm",13400.4,"ppm",182853,"-","6/10/2025","17:53:28",0,0,"0","0",114.299,3409.2,0,0.2,50,1,1,182853,""
"RM 1","","","","Samp","Mn 257.610","",3.03829,"ppm",759.573,"ppm",39503.9,"-","6/10/2025","17:53:28",0,0,"0","0",254.995,12918.1,0,0.2,50,1,1,39503.9,""
"RM 1","","","","Samp","Mn 259.372","",3.14278,"ppm",785.694,"ppm",24553.8,"-","6/10/2025","17:53:28",0,0,"0","0",76.009,7788.59,0,0.2,50,1,1,24553.8,""
"RM 1","","","","Samp","Mo 281.615","",0.44956,"ppm",112.39,"ppm",427.587,"-","6/10/2025","17:53:28",0,0,"0","0",-112.86,1202.17,0,0.2,50,1,1,427.587,""
"RM 1","","","","Samp","Mo 284.824","",0.109133,"ppm",27.2832,"ppm",14.562,"-","6/10/2025","17:53:28",0,0,"0","0",-61.9364,700.966,0,0.2,50,1,1,14.562,""
"RM 1","","","","Samp","Na 568.821","",31.4609,"ppm",7865.23,"ppm",865.039,"-","6/10/2025","17:53:28",0,0,"0","0",41.2481,26.1846,0,0.2,50,1,1,865.039,""
"RM 1","","","","Samp","Na 588.995","",36.9995,"ppm",9249.86,"ppm",333913,"-","6/10/2025","17:53:28",0,0,"0","0",20562.8,8469.04,0,0.2,50,1,1,333913,""
"RM 1","","","","Samp","Na 589.592","",31.2192,"ppm",7804.81,"ppm",132185,"-","6/10/2025","17:53:28",0,0,"0","0",4808.56,4080.05,0,0.2,50,1,1,132185,""
"RM 1","","","","Samp","Ni 230.299","",0.0752165,"ppm",18.8041,"ppm",27.8432,"-","6/10/2025","17:53:28",0,0,"0","0",6.04384,289.821,0,0.2,50,1,1,27.8432,""
"RM 1","","","","Samp","Ni 231.604","",0.0827534,"ppm",20.6883,"ppm",24.7263,"-","6/10/2025","17:53:28",0,0,"0","0",2.62822,267.036,0,0.2,50,1,1,24.7263,""
"RM 1","","","","Samp","P 213.618","",2.5775,"ppm",644.376,"ppm",117.203,"-","6/10/2025","17:53:28",0,0,"0","0",2.84493,44.3678,0,0.2,50,1,1,117.203,""
"RM 1","","","","Samp","P 214.914","",3.07852,"ppm",769.63,"ppm",27.4295,"-","6/10/2025","17:53:28",0,0,"0","0",0.178416,8.85201,0,0.2,50,1,1,27.4295,""
"RM 1","","","","Samp","Pb 220.353","",0.215664,"ppm",53.9159,"ppm",12.7838,"-","6/10/2025","17:53:28",0,0,"0","0",1.1415,53.9837,0,0.2,50,1,1,12.7838,""
"RM 1","","","","Samp","Pb 405.781","",0.127237,"ppm",31.8094,"ppm",20.7632,"-","6/10/2025","17:53:28",0,0,"0","0",-2.19762,180.456,0,0.2,50,1,1,20.7632,""
"RM 1","","","","Samp","S 180.669","",150.498,"ppm",37624.5,"ppm",908.824,"-","6/10/2025","17:53:28",0,0,"0","0",0.356639,6.0364,0,0.2,50,1,1,908.824,""
"RM 1","","","","Samp","S 181.972","",150.425,"ppm",37606.2,"ppm",1337.58,"-","6/10/2025","17:53:28",0,0,"0","0",3.19207,8.87082,0,0.2,50,1,1,1337.58,""
"RM 1","","","","Samp","Sb 206.834","",0.379931,"ppm",94.9828,"ppm",17.0826,"-","6/10/2025","17:53:28",0,0,"0","0",3.17309,36.6105,0,0.2,50,1,1,17.0826,""
"RM 1","","","","Samp","Sb 217.582","",0.341229,"ppm",85.3072,"ppm",13.8253,"-","6/10/2025","17:53:28",0,0,"0","0",2.37356,33.5602,0,0.2,50,1,1,13.8253,""
"RM 1","","","","Samp","Sc 357.253","",0.0607456,"ppm",15.1864,"ppm",6304.15,"-","6/10/2025","17:53:28",0,0,"0","0",3445.92,47052.4,0,0.2,50,1,1,6304.15,""
"RM 1","","","","Samp","Sc 361.383","",0.0422943,"ppm",10.5736,"ppm",1829.19,"-","6/10/2025","17:53:28",0,0,"0","0",-87.2733,45312.6,0,0.2,50,1,1,1829.19,""
"RM 1","","","","Samp","Sn 189.925","uv",-0.0365452,"ppm",-9.13629,"ppm",1.71504,"-","6/10/2025","17:53:28",0,0,"0","0",2.44978,20.1051,0,0.2,50,1,1,1.71504,"u"
"RM 1","","","","Samp","Sn 283.998","",0.211563,"ppm",52.8909,"ppm",20.3944,"-","6/10/2025","17:53:28",0,0,"0","0",-7.40639,131.406,0,0.2,50,1,1,20.3944,""
"RM 1","","","","Samp","Sr 407.771","",3.42787,"ppm",856.968,"ppm",1.47705E6,"-","6/10/2025","17:53:28",0,0,"0","0",3908.54,429752,0,0.2,50,1,1,1.47704E6,""
"RM 1","","","","Samp","Sr 421.552","",3.50268,"ppm",875.671,"ppm",721234,"-","6/10/2025","17:53:28",0,0,"0","0",1881.13,205372,0,0.2,50,1,1,721234,""
"RM 1","","","","Samp","Th 283.730","",0.0663,"ppm",16.575,"ppm",65.5836,"-","6/10/2025","17:53:28",0,0,"0","0",22.1171,655.603,0,0.2,50,1,1,65.5836,""
"RM 1","","","","Samp","Th 335.123","",0.0217285,"ppm",5.43213,"ppm",125.424,"-","6/10/2025","17:53:28",0,0,"0","0",111.772,628.306,0,0.2,50,1,1,125.424,""
"RM 1","","","","Samp","Th 401.913","",0.0704134,"ppm",17.6034,"ppm",110.121,"-","6/10/2025","17:53:28",0,0,"0","0",49.8817,855.503,0,0.2,50,1,1,110.121,""
"RM 1","","","","Samp","Ti 334.941","",9.41249,"ppm",2353.12,"ppm",231122,"-","6/10/2025","17:53:28",0,0,"0","0",67.4457,24547.7,0,0.2,50,1,1,231122,""
"RM 1","","","","Samp","Ti 337.280","",9.28088,"ppm",2320.22,"ppm",72114,"-","6/10/2025","17:53:28",0,0,"0","0",-114.412,7782.49,0,0.2,50,1,1,72114,""
"RM 1","","","","Samp","Tl 276.789","uv",-0.0491384,"ppm",-12.2846,"ppm",1.75964,"-","6/10/2025","17:53:28",0,0,"0","0",5.50909,76.3038,0,0.2,50,1,1,1.75964,"u"
"RM 1","","","","Samp","Tl 351.923","",0.227746,"ppm",56.9365,"ppm",44.6155,"-","6/10/2025","17:53:28",0,0,"0","0",14.2279,133.428,0,0.2,50,1,1,44.6155,""
"RM 1","","","","Samp","U 385.957","",0.415446,"ppm",103.862,"ppm",230.571,"-","6/10/2025","17:53:28",0,0,"0","0",10.2274,530.379,0,0.2,50,1,1,230.571,""
"RM 1","","","","Samp","U 409.013","",0.126953,"ppm",31.7384,"ppm",75.5444,"-","6/10/2025","17:53:28",0,0,"0","0",12.4198,497.226,0,0.2,50,1,1,75.5444,""
"RM 1","","","","Samp","V 309.310","",0.0565989,"ppm",14.1497,"ppm",74.1538,"-","6/10/2025","17:53:28",0,0,"0","0",-65.9118,2474.71,0,0.2,50,1,1,74.1538,""
"RM 1","","","","Samp","V 311.837","",0.336074,"ppm",84.0186,"ppm",1240.47,"-","6/10/2025","17:53:28",0,0,"0","0",68.542,3487.1,0,0.2,50,1,1,1240.47,""
"RM 1","","","","Samp","Y 360.074","",0.0459001,"ppm",11.475,"ppm",1332.73,"-","6/10/2025","17:53:28",0,0,"0","0",20.8953,28580.2,0,0.2,50,1,1,1332.73,""
"RM 1","","","","Samp","Y 371.029","",0.0445185,"ppm",11.1296,"ppm",760.37,"-","6/10/2025","17:53:28",0,0,"0","0",0.183791,17075.8,0,0.2,50,1,1,760.37,""
"RM 1","","","","Samp","Y 377.433","",0.0430625,"ppm",10.7656,"ppm",1572.55,"-","6/10/2025","17:53:28",0,0,"0","0",23.4955,35972.2,0,0.2,50,1,1,1572.55,""
"RM 1","","","","Samp","Yb 328.937","",0.00546908,"ppm",1.36727,"ppm",230.864,"-","6/10/2025","17:53:28",0,0,"0","0",43.1889,34315.7,0,0.2,50,1,1,230.864,""
"RM 1","","","","Samp","Yb 369.419","",0.00728749,"ppm",1.82187,"ppm",275.943,"-","6/10/2025","17:53:28",0,0,"0","0",60.0085,29630.8,0,0.2,50,1,1,275.943,""
"RM 1","","","","Samp","Zn 202.548","",0.252995,"ppm",63.2489,"ppm",120.302,"-","6/10/2025","17:53:28",0,0,"0","0",8.86397,440.476,0,0.2,50,1,1,120.302,""
"RM 1","","","","Samp","Zn 213.857","",0.270017,"ppm",67.5042,"ppm",295.934,"-","6/10/2025","17:53:28",0,0,"0","0",38.5835,953.092,0,0.2,50,1,1,295.934,""
"1282-31","","","","Samp","Ag 328.068","",0.0017358,"ppm",0.415263,"ppm",29.4762,"-","6/10/2025","17:54:49",0,0,"0","0",20.9796,4894.89,0,0.209,50,1,1,29.4762,""
"1282-31","","","","Samp","Ag 338.289","",0.0344324,"ppm",8.23743,"ppm",30.7176,"-","6/10/2025","17:54:49",0,0,"0","0",2.54073,818.325,0,0.209,50,1,1,30.7177,""
"1282-31","","","","Samp","Al 308.215","",335.381,"ppm",80234.6,"ppm",95248.1,"-","6/10/2025","17:54:49",0,0,"0","0",162.919,283.514,0,0.209,50,1,1,95248.1,""
"1282-31","","","","Samp","Al 396.152","",331.204,"ppm",79235.4,"ppm",615655,"-","6/10/2025","17:54:49",0,0,"0","0",128.57,1858.45,0,0.209,50,1,1,615655,""
"1282-31","","","","Samp","As 188.980","",0.0166579,"ppm",3.98515,"ppm",2.31021,"-","6/10/2025","17:54:49",0,0,"0","0",1.80046,30.6012,0,0.209,50,1,1,2.31021,""
"1282-31","","","","Samp","As 234.984","uv",-0.27569,"ppm",-65.9546,"ppm",17.454,"-","6/10/2025","17:54:49",0,0,"0","0",23.9306,23.4923,0,0.209,50,1,1,17.454,"u"
"1282-31","","","","Samp","B 249.678","",0.879902,"ppm",210.503,"ppm",1282.37,"-","6/10/2025","17:54:49",0,0,"0","0",87.899,1357.51,0,0.209,50,1,1,1282.37,""
"1282-31","","","","Samp","B 249.772","",1.02395,"ppm",244.963,"ppm",2974.09,"-","6/10/2025","17:54:49",0,0,"0","0",189.35,2719.61,0,0.209,50,1,1,2974.09,""
"1282-31","","","","Samp","Ba 455.403","",0.531196,"ppm",127.08,"ppm",99781.9,"-","6/10/2025","17:54:49",0,0,"0","0",5250.02,177961,0,0.209,50,1,1,99781.9,""
"1282-31","","","","Samp","Ba 493.408","",0.535376,"ppm",128.08,"ppm",89799.5,"-","6/10/2025","17:54:49",0,0,"0","0",4445.74,159428,0,0.209,50,1,1,89799.5,""
"1282-31","","","","Samp","Bi 223.061","",0.224609,"ppm",53.7342,"ppm",1.79553,"-","6/10/2025","17:54:49",0,0,"0","0",-13.0105,65.919,0,0.209,50,1,1,1.79553,""
"1282-31","","","","Samp","Bi 306.771","",0.212778,"ppm",50.9038,"ppm",542.167,"-","6/10/2025","17:54:49",0,0,"0","0",483.639,275.07,0,0.209,50,1,1,542.167,""
"1282-31","","","","Samp","Ca 317.933","",188.238,"ppm",45033.1,"ppm",711725,"-","6/10/2025","17:54:49",0,0,"0","0",3553.72,3762.1,0,0.209,50,1,1,711725,""
"1282-31","","","","Samp","Ca 396.847","o","-","ppm","-","ppm",2.80699E7,"-","6/10/2025","17:54:49",0,0,"0","0",23558.3,192150,0,0.209,50,1,1,2.80699E7,"o"
"1282-31","","","","Samp","Ca 422.673","",201.443,"ppm",48192.1,"ppm",385517,"-","6/10/2025","17:54:49",0,0,"0","0",143.384,1913.07,0,0.209,50,1,1,385517,""
"1282-31","","","","Samp","Cd 214.439","uv",-0.00457356,"ppm",-1.09415,"ppm",4.47359,"-","6/10/2025","17:54:49",0,0,"0","0",7.43569,647.659,0,0.209,50,1,1,4.47359,"u"
"1282-31","","","","Samp","Cd 226.502","",0.00405656,"ppm",0.970469,"ppm",32.0568,"-","6/10/2025","17:54:49",0,0,"0","0",24.9057,1762.86,0,0.209,50,1,1,32.0568,""
"1282-31","","","","Samp","Ce 418.659","",0.0993738,"ppm",23.7736,"ppm",131.298,"-","6/10/2025","17:54:49",0,0,"0","0",-84.6989,2173.58,0,0.209,50,1,1,131.298,""
"1282-31","","","","Samp","Ce 446.021","",0.0855121,"ppm",20.4574,"ppm",130.715,"-","6/10/2025","17:54:49",0,0,"0","0",-86.5992,2541.32,0,0.209,50,1,1,130.715,""
"1282-31","","","","Samp","Co 228.615","",0.122305,"ppm",29.2595,"ppm",82.9389,"-","6/10/2025","17:54:49",0,0,"0","0",7.18828,619.36,0,0.209,50,1,1,82.9389,""
"1282-31","","","","Samp","Co 230.786","",0.0928398,"ppm",22.2105,"ppm",54.125,"-","6/10/2025","17:54:49",0,0,"0","0",10.3072,471.972,0,0.209,50,1,1,54.125,""
"1282-31","","","","Samp","Co 231.160","",0.0718186,"ppm",17.1815,"ppm",29.3111,"-","6/10/2025","17:54:49",0,0,"0","0",7.01174,310.495,0,0.209,50,1,1,29.3111,""
"1282-31","","","","Samp","Cr 267.716","",0.257639,"ppm",61.636,"ppm",547.696,"-","6/10/2025","17:54:49",0,0,"0","0",30.047,2009.21,0,0.209,50,1,1,547.696,""
"1282-31","","","","Samp","Cr 283.563","",0.371279,"ppm",88.8227,"ppm",1416.99,"-","6/10/2025","17:54:49",0,0,"0","0",74.1269,3616.86,0,0.209,50,1,1,1416.99,""
"1282-31","","","","Samp","Cu 324.754","",0.108891,"ppm",26.0504,"ppm",564.098,"-","6/10/2025","17:54:49",0,0,"0","0",137.208,3920.35,0,0.209,50,1,1,564.098,""
"1282-31","","","","Samp","Cu 327.395","",0.134846,"ppm",32.2597,"ppm",406.131,"-","6/10/2025","17:54:49",0,0,"0","0",38.4191,2726.91,0,0.209,50,1,1,406.131,""
"1282-31","","","","Samp","Fe 238.204","",161.296,"ppm",38587.4,"ppm",111395,"-","6/10/2025","17:54:49",0,0,"0","0",226.412,689.225,0,0.209,50,1,1,111395,""
"1282-31","","","","Samp","Fe 259.940","",162.243,"ppm",38814,"ppm",226558,"-","6/10/2025","17:54:49",0,0,"0","0",31.2842,1396.22,0,0.209,50,1,1,226558,""
"1282-31","","","","Samp","Ga 287.423","",0.970489,"ppm",232.174,"ppm",303.518,"-","6/10/2025","17:54:49",0,0,"0","0",16.4713,295.775,0,0.209,50,1,1,303.518,""
"1282-31","","","","Samp","Ga 417.204","",1.65056,"ppm",394.871,"ppm",1582.91,"-","6/10/2025","17:54:49",0,0,"0","0",191.594,842.936,0,0.209,50,1,1,1582.91,""
"1282-31","","","","Samp","In 410.176","",0.078451,"ppm",18.7682,"ppm",88.7412,"-","6/10/2025","17:54:49",0,0,"0","0",62.7852,330.856,0,0.209,50,1,1,88.7412,""
"1282-31","","","","Samp","In 451.131","",0.158422,"ppm",37.8999,"ppm",1580.87,"-","6/10/2025","17:54:49",0,0,"0","0",1516.05,409.14,0,0.209,50,1,1,1580.87,""
"1282-31","","","","Samp","K 766.491","",35.9629,"ppm",8603.57,"ppm",29001.8,"-","6/10/2025","17:54:49",0,0,"0","0",485.519,792.935,0,0.209,50,1,1,29001.8,""
"1282-31","","","","Samp","K 769.897","",36.0774,"ppm",8630.97,"ppm",32606.4,"-","6/10/2025","17:54:49",0,0,"0","0",10934.5,600.705,0,0.209,50,1,1,32606.4,""
"1282-31","","","","Samp","La 333.749","",0.205386,"ppm",49.1354,"ppm",1339.32,"-","6/10/2025","17:54:49",0,0,"0","0",-10.2002,6570.67,0,0.209,50,1,1,1339.32,""
"1282-31","","","","Samp","La 408.671","",0.069429,"ppm",16.6098,"ppm",510.277,"-","6/10/2025","17:54:49",0,0,"0","0",-418.718,13380.5,0,0.209,50,1,1,510.277,""
"1282-31","","","","Samp","Li 610.365","",0.18068,"ppm",43.225,"ppm",-2.38965,"-","6/10/2025","17:54:49",0,0,"0","0",-656.706,3621.41,0,0.209,50,1,1,-2.38965,""
"1282-31","","","","Samp","Li 670.783","",0.0495732,"ppm",11.8596,"ppm",5921.58,"-","6/10/2025","17:54:49",0,0,"0","0",4046.32,37828.1,0,0.209,50,1,1,5921.58,""
"1282-31","","","","Samp","Mg 279.553","",121.985,"ppm",29182.9,"ppm",1.24874E6,"-","6/10/2025","17:54:49",0,0,"0","0",129091,9178.63,0,0.209,50,1,1,1.24874E6,""
"1282-31","","","","Samp","Mg 280.270","",88.494,"ppm",21170.8,"ppm",888714,"-","6/10/2025","17:54:49",0,0,"0","0",218.655,10040.2,0,0.209,50,1,1,888714,""
"1282-31","","","","Samp","Mg 285.213","",100.632,"ppm",24074.7,"ppm",343190,"-","6/10/2025","17:54:49",0,0,"0","0",114.299,3409.2,0,0.209,50,1,1,343190,""
"1282-31","","","","Samp","Mn 257.610","",3.2153,"ppm",769.211,"ppm",41790.6,"-","6/10/2025","17:54:49",0,0,"0","0",254.995,12918.1,0,0.209,50,1,1,41790.6,""
"1282-31","","","","Samp","Mn 259.372","",3.4234,"ppm",818.995,"ppm",26739.5,"-","6/10/2025","17:54:49",0,0,"0","0",76.009,7788.59,0,0.209,50,1,1,26739.5,""
"1282-31","","","","Samp","Mo 281.615","",0.643526,"ppm",153.954,"ppm",660.768,"-","6/10/2025","17:54:49",0,0,"0","0",-112.86,1202.17,0,0.209,50,1,1,660.768,""
"1282-31","","","","Samp","Mo 284.824","",0.134033,"ppm",32.0652,"ppm",32.0159,"-","6/10/2025","17:54:49",0,0,"0","0",-61.9364,700.966,0,0.209,50,1,1,32.0159,""
"1282-31","","","","Samp","Na 568.821","",116.825,"ppm",27948.6,"ppm",3100.26,"-","6/10/2025","17:54:49",0,0,"0","0",41.2481,26.1846,0,0.209,50,1,1,3100.26,""
"1282-31","","","","Samp","Na 588.995","",123.962,"ppm",29656,"ppm",1.0704E6,"-","6/10/2025","17:54:49",0,0,"0","0",20562.8,8469.04,0,0.209,50,1,1,1.0704E6,""
"1282-31","","","","Samp","Na 589.592","",106.76,"ppm",25540.6,"ppm",440393,"-","6/10/2025","17:54:49",0,0,"0","0",4808.56,4080.05,0,0.209,50,1,1,440393,""
"1282-31","","","","Samp","Ni 230.299","",0.20645,"ppm",49.39,"ppm",65.8775,"-","6/10/2025","17:54:49",0,0,"0","0",6.04384,289.821,0,0.209,50,1,1,65.8775,""
"1282-31","","","","Samp","Ni 231.604","",0.199073,"ppm",47.6252,"ppm",55.7879,"-","6/10/2025","17:54:49",0,0,"0","0",2.62822,267.036,0,0.209,50,1,1,55.7879,""
"1282-31","","","","Samp","P 213.618","",3.54217,"ppm",847.408,"ppm",160.003,"-","6/10/2025","17:54:49",0,0,"0","0",2.84493,44.3678,0,0.209,50,1,1,160.003,""
"1282-31","","","","Samp","P 214.914","",4.00437,"ppm",957.984,"ppm",35.6252,"-","6/10/2025","17:54:49",0,0,"0","0",0.178416,8.85201,0,0.209,50,1,1,35.6252,""
"1282-31","","","","Samp","Pb 220.353","",0.180678,"ppm",43.2244,"ppm",10.8952,"-","6/10/2025","17:54:49",0,0,"0","0",1.1415,53.9837,0,0.209,50,1,1,10.8952,""
"1282-31","","","","Samp","Pb 405.781","",0.191511,"ppm",45.8161,"ppm",32.3618,"-","6/10/2025","17:54:49",0,0,"0","0",-2.19762,180.456,0,0.209,50,1,1,32.3618,""
"1282-31","","","","Samp","S 180.669","",23.711,"ppm",5672.48,"ppm",143.486,"-","6/10/2025","17:54:49",0,0,"0","0",0.356639,6.0364,0,0.209,50,1,1,143.485,""
"1282-31","","","","Samp","S 181.972","",20.9404,"ppm",5009.66,"ppm",188.95,"-","6/10/2025","17:54:49",0,0,"0","0",3.19207,8.87082,0,0.209,50,1,1,188.95,""
